order_id,order_date,ship_date,customer_id,region_id
CA-2016-162313,2016-11-27,2016-11-30,VB-21745,3
CA-2017-107874,2017-11-21,2017-11-25,SW-20275,4
CA-2017-129378,2017-10-01,2017-10-02,NS-18505,2
CA-2014-151953,2014-09-20,2014-09-25,DB-13555,1
CA-2017-130841,2017-07-28,2017-08-01,MH-17620,2
CA-2015-131884,2015-12-06,2015-12-06,DK-13375,4
CA-2017-121909,2017-07-31,2017-08-05,EA-14035,4
CA-2016-106383,2016-03-19,2016-03-21,BT-11440,2
CA-2017-130771,2017-07-29,2017-08-03,LA-16780,3
CA-2016-139157,2016-10-01,2016-10-05,GM-14680,4
CA-2014-128055,2014-03-31,2014-04-05,AA-10315,2
CA-2017-157091,2017-06-26,2017-07-01,DB-13405,3
CA-2017-132122,2017-07-09,2017-07-14,JH-15820,3
CA-2015-123232,2015-12-14,2015-12-16,DJ-13630,2
CA-2017-104066,2017-12-05,2017-12-10,QJ-19255,4
CA-2015-145849,2015-09-15,2015-09-17,CT-11995,3
CA-2016-122322,2016-07-15,2016-07-21,RH-19510,2
CA-2017-166849,2017-04-20,2017-04-26,SJ-20125,3
CA-2016-146633,2016-11-15,2016-11-17,TG-21310,2
US-2016-126893,2016-11-26,2016-12-01,CT-11995,4
CA-2017-103380,2017-11-21,2017-11-25,BF-11005,2
CA-2015-116092,2015-02-15,2015-02-18,JM-16195,2
CA-2016-117849,2016-04-15,2016-04-17,JK-16120,2
CA-2015-169201,2015-09-28,2015-10-01,HG-14965,2
CA-2016-164091,2016-09-17,2016-09-22,LA-16780,4
CA-2017-105214,2017-06-16,2017-06-19,TS-21610,2
CA-2015-117611,2015-11-08,2015-11-10,MZ-17335,2
US-2015-137960,2015-12-18,2015-12-18,MW-18220,4
CA-2017-122994,2017-02-06,2017-02-09,MV-17485,1
CA-2016-131065,2016-11-14,2016-11-16,AA-10375,1
CA-2017-149146,2017-10-12,2017-10-12,SM-20320,1
CA-2017-137470,2017-09-17,2017-09-17,TP-21415,2
CA-2017-105480,2017-12-20,2017-12-26,DK-13225,4
CA-2017-164917,2017-12-02,2017-12-07,MK-17905,1
CA-2015-102036,2015-09-21,2015-09-27,CS-12130,2
CA-2015-142944,2015-03-06,2015-03-11,JL-15850,2
CA-2014-157882,2014-10-03,2014-10-08,AR-10405,2
CA-2014-104283,2014-06-27,2014-07-01,LM-17065,1
CA-2017-142622,2017-10-30,2017-11-02,JK-15625,2
CA-2016-132143,2016-09-03,2016-09-05,FM-14215,4
CA-2015-153108,2015-03-05,2015-03-09,SF-20200,3
CA-2016-112676,2016-05-05,2016-05-08,PJ-18835,1
CA-2017-165687,2017-11-17,2017-11-23,CS-12355,1
US-2017-112928,2017-06-01,2017-06-05,BB-10990,4
CA-2017-143343,2017-06-10,2017-06-13,BW-11200,2
CA-2017-115154,2017-01-08,2017-01-11,RS-19420,2
CA-2015-149342,2015-04-20,2015-04-25,TS-21160,1
CA-2015-130995,2015-11-01,2015-11-06,QJ-19255,4
CA-2017-127929,2017-12-23,2017-12-27,FM-14215,4
CA-2015-113145,2015-11-01,2015-11-05,VD-21670,4
CA-2014-162362,2014-11-14,2014-11-18,JL-15505,3
CA-2016-106558,2016-01-17,2016-01-21,DL-13495,1
CA-2017-157931,2017-09-17,2017-09-22,MO-17800,1
CA-2016-115574,2016-12-23,2016-12-24,BP-11185,3
CA-2015-160794,2015-08-06,2015-08-08,MS-17980,3
CA-2017-116225,2017-11-05,2017-11-09,SV-20935,4
US-2017-120418,2017-06-11,2017-06-12,BC-11125,2
CA-2017-122035,2017-07-20,2017-07-25,EM-13825,3
CA-2015-117828,2015-12-23,2015-12-26,BD-11500,1
CA-2017-165491,2017-03-20,2017-03-24,HW-14935,2
CA-2015-109470,2015-12-31,2016-01-03,KC-16255,1
CA-2015-105102,2015-09-15,2015-09-19,BM-11575,4
CA-2017-138422,2017-09-23,2017-09-26,KN-16705,2
US-2015-147739,2015-12-25,2015-12-29,JD-16150,4
CA-2016-155187,2016-09-24,2016-09-26,LA-16780,2
CA-2017-169285,2017-03-21,2017-03-25,RW-19690,3
CA-2014-140886,2014-09-30,2014-10-04,KW-16570,1
CA-2017-152695,2017-12-10,2017-12-10,CC-12220,4
CA-2014-110639,2014-08-23,2014-08-23,RH-19495,4
CA-2014-121727,2014-08-19,2014-08-24,JK-15625,4
CA-2016-137736,2016-11-10,2016-11-15,DC-13285,1
US-2014-143231,2014-12-31,2015-01-03,GM-14455,4
US-2014-155894,2014-07-26,2014-07-30,CL-11890,3
CA-2016-119025,2016-02-22,2016-02-28,PV-18985,3
CA-2016-159373,2016-03-13,2016-03-18,LT-17110,3
CA-2017-109701,2017-12-02,2017-12-03,AM-10360,2
CA-2015-111514,2015-08-31,2015-09-02,SC-20260,2
US-2014-148838,2014-03-17,2014-03-21,CP-12340,4
CA-2017-136497,2017-04-16,2017-04-20,RF-19840,4
US-2016-108637,2016-03-13,2016-03-18,AB-10060,1
CA-2014-102295,2014-11-24,2014-11-26,EH-13990,2
CA-2017-123659,2017-02-10,2017-02-13,MN-17935,4
US-2016-129469,2016-09-23,2016-09-27,KL-16555,4
CA-2017-155152,2017-07-07,2017-07-09,MP-17965,4
CA-2016-159940,2016-07-07,2016-07-11,BF-11020,3
CA-2017-119669,2017-01-24,2017-01-30,TP-21130,1
US-2014-164616,2014-08-19,2014-08-21,MS-17770,4
CA-2015-148628,2015-12-06,2015-12-11,KM-16375,2
CA-2016-118052,2016-05-06,2016-05-10,BE-11455,4
US-2017-117534,2017-03-25,2017-03-26,CV-12295,2
CA-2015-145065,2015-12-12,2015-12-15,DK-13375,2
US-2015-127040,2015-12-06,2015-12-10,SG-20605,4
CA-2016-128111,2016-03-17,2016-03-23,CS-12355,4
CA-2015-137897,2015-11-14,2015-11-19,PJ-18835,4
CA-2017-169264,2017-08-14,2017-08-16,NP-18700,2
CA-2017-147361,2017-09-09,2017-09-15,SB-20290,1
CA-2017-145877,2017-04-01,2017-04-04,AS-10090,3
US-2016-110170,2016-09-27,2016-10-03,HM-14860,3
CA-2017-108574,2017-10-07,2017-10-11,MG-18145,2
CA-2017-144589,2017-01-20,2017-01-25,TM-21010,2
CA-2017-155985,2017-03-23,2017-03-25,BE-11335,2
CA-2014-162684,2014-08-01,2014-08-06,AS-10630,4
CA-2015-142041,2015-06-07,2015-06-09,EM-13810,2
CA-2014-151295,2014-11-12,2014-11-16,JA-15970,2
CA-2016-156300,2016-12-29,2017-01-02,TB-21595,3
CA-2015-146087,2015-07-06,2015-07-11,PP-18955,4
CA-2017-168655,2017-10-12,2017-10-18,ML-18040,2
CA-2016-107202,2016-05-21,2016-05-28,LC-16930,2
CA-2017-159597,2017-11-09,2017-11-14,MC-17590,2
CA-2016-155551,2016-04-18,2016-04-23,CR-12580,3
US-2017-147669,2017-12-25,2017-12-30,SV-20935,4
CA-2016-169922,2016-06-11,2016-06-17,MZ-17515,3
CA-2017-100748,2017-05-13,2017-05-20,RB-19795,2
CA-2017-129805,2017-12-28,2018-01-02,HM-14860,2
CA-2014-148586,2014-03-25,2014-04-01,AZ-10750,4
US-2017-112613,2017-05-28,2017-06-01,JH-15910,3
CA-2015-154746,2015-11-14,2015-11-17,PJ-18835,1
CA-2017-140053,2017-07-03,2017-07-10,CA-12265,2
CA-2014-164210,2014-11-18,2014-11-20,PW-19240,2
CA-2017-139948,2017-07-17,2017-07-22,SW-20455,1
CA-2016-146934,2016-05-22,2016-05-27,AF-10870,4
CA-2015-100573,2015-09-25,2015-10-01,AM-10705,2
CA-2016-119165,2016-10-31,2016-11-06,BD-11320,4
CA-2015-128027,2015-09-14,2015-09-17,CM-12385,1
CA-2016-140207,2016-11-05,2016-11-10,CS-12400,2
CA-2017-140949,2017-03-17,2017-03-22,DB-13405,4
CA-2017-138548,2017-08-15,2017-08-21,JG-15160,4
CA-2015-142419,2015-07-11,2015-07-13,SC-20380,2
CA-2017-148691,2017-12-03,2017-12-09,CS-12460,4
CA-2017-128755,2017-05-04,2017-05-08,MK-18160,1
US-2016-135923,2016-01-22,2016-01-28,CM-11935,1
CA-2016-114972,2016-11-03,2016-11-06,PF-19225,2
CA-2017-102750,2017-09-04,2017-09-08,GM-14695,2
CA-2014-145212,2014-09-13,2014-09-19,DC-12850,4
CA-2017-141992,2017-06-19,2017-06-25,FO-14305,3
CA-2017-147956,2017-12-24,2017-12-31,AH-10210,2
CA-2017-126067,2017-08-28,2017-09-03,KN-16705,2
CA-2015-104514,2015-01-02,2015-01-04,CB-12535,4
CA-2015-141040,2015-10-09,2015-10-13,TB-21250,4
CA-2014-113579,2014-12-13,2014-12-15,KD-16345,2
CA-2014-144624,2014-11-19,2014-11-23,JM-15865,4
CA-2016-146206,2016-09-10,2016-09-14,KT-16480,3
CA-2014-136644,2014-06-16,2014-06-22,SC-20575,3
CA-2015-122371,2015-09-26,2015-10-01,BS-11800,2
CA-2016-126935,2016-05-19,2016-05-24,BT-11395,2
US-2017-133781,2017-06-22,2017-06-23,DC-12850,1
CA-2017-131618,2017-06-17,2017-06-20,LS-17200,3
CA-2016-149482,2016-11-14,2016-11-19,RR-19315,2
CA-2014-143917,2014-07-25,2014-07-27,KL-16645,2
CA-2015-120397,2015-07-02,2015-07-02,RB-19435,3
CA-2017-163902,2017-03-02,2017-03-08,MY-17380,2
CA-2016-136812,2016-11-18,2016-11-23,AW-10930,3
CA-2015-102722,2015-04-18,2015-04-19,KW-16570,1
CA-2017-155089,2017-12-02,2017-12-06,DB-12910,1
CA-2016-124506,2016-11-11,2016-11-17,BB-11545,3
CA-2014-106572,2014-09-05,2014-09-10,NP-18700,4
CA-2014-128888,2014-11-15,2014-11-22,PB-19105,3
CA-2017-123134,2017-05-02,2017-05-07,DW-13585,4
CA-2016-124352,2016-10-15,2016-10-21,CD-12790,3
CA-2015-124541,2015-04-06,2015-04-10,TT-21220,3
CA-2014-108707,2014-10-24,2014-10-29,DB-12910,1
CA-2014-111500,2014-08-17,2014-08-21,DJ-13510,1
US-2017-117723,2017-08-15,2017-08-18,DL-13495,4
CA-2015-143238,2015-09-06,2015-09-08,LO-17170,2
CA-2015-168746,2015-01-27,2015-01-29,SV-20365,4
CA-2015-113404,2015-07-16,2015-07-16,EM-13810,2
CA-2016-144792,2016-04-30,2016-05-04,KD-16615,2
CA-2014-164385,2014-09-26,2014-10-01,NB-18580,4
US-2016-114174,2016-09-08,2016-09-14,AP-10720,4
CA-2017-108070,2017-04-16,2017-04-20,JE-15745,2
US-2015-128090,2015-08-16,2015-08-22,JM-15865,2
CA-2017-101042,2017-11-19,2017-11-23,AB-10105,1
CA-2016-155439,2016-09-14,2016-09-18,PN-18775,1
CA-2016-118626,2016-08-15,2016-08-20,JC-15775,1
CA-2015-111458,2015-09-26,2015-09-30,PF-19165,4
US-2016-126844,2016-10-08,2016-10-14,BW-11110,3
US-2015-112508,2015-03-24,2015-03-30,BP-11185,1
CA-2015-147788,2015-05-31,2015-06-04,TM-21010,2
CA-2015-144288,2015-12-25,2015-12-31,MB-17305,1
CA-2015-110632,2015-03-17,2015-03-22,HR-14830,4
CA-2017-109589,2017-12-21,2017-12-24,BD-11635,1
CA-2017-123967,2017-11-01,2017-11-03,SF-20200,2
CA-2017-148929,2017-09-07,2017-09-11,SP-20620,4
CA-2017-134404,2017-12-27,2017-12-27,DR-12880,4
CA-2017-109778,2017-07-16,2017-07-21,VM-21685,3
CA-2016-155845,2016-08-12,2016-08-15,CM-12235,3
CA-2017-145128,2017-07-09,2017-07-14,SM-20320,3
CA-2014-129091,2014-11-22,2014-11-27,RA-19885,1
US-2014-155502,2014-01-26,2014-01-31,SD-20485,1
CA-2015-121041,2015-11-03,2015-11-10,CS-12250,3
CA-2017-131695,2017-06-30,2017-07-06,RA-19285,4
CA-2016-137729,2016-05-05,2016-05-09,BF-11005,2
US-2016-115455,2016-09-08,2016-09-14,SE-20110,3
CA-2017-128300,2017-11-24,2017-11-26,RS-19765,1
CA-2017-149048,2017-05-13,2017-05-17,BM-11650,3
CA-2017-108553,2017-04-23,2017-04-29,SK-19990,4
CA-2016-165848,2016-06-04,2016-06-04,EN-13780,4
CA-2014-112718,2014-12-16,2014-12-21,KN-16450,1
CA-2016-154053,2016-03-04,2016-03-10,MG-17890,2
CA-2014-127446,2014-11-25,2014-11-30,MC-17590,3
CA-2016-137204,2016-04-28,2016-05-05,BO-11350,2
CA-2014-147298,2014-04-26,2014-05-03,AG-10300,2
CA-2017-147942,2017-04-01,2017-04-05,MS-17365,2
CA-2017-115931,2017-12-22,2017-12-26,JM-15655,2
CA-2014-164861,2014-12-03,2014-12-06,MC-17635,3
CA-2017-127180,2017-10-22,2017-10-24,TA-21385,4
US-2017-165344,2017-11-13,2017-11-15,SB-20290,4
CA-2015-168186,2015-09-10,2015-09-15,AB-10150,3
US-2017-110604,2017-05-15,2017-05-20,JF-15295,2
CA-2015-116750,2015-07-05,2015-07-10,BF-10975,1
CA-2015-162369,2015-08-15,2015-08-19,TT-21265,2
CA-2017-108441,2017-06-12,2017-06-18,SB-20170,4
CA-2015-169740,2015-02-20,2015-02-25,LM-17065,1
CA-2016-124051,2016-12-29,2016-12-30,KA-16525,3
CA-2016-149111,2016-04-17,2016-04-21,BF-11170,1
CA-2014-131002,2014-09-07,2014-09-12,TB-21400,3
US-2016-146794,2016-09-26,2016-10-01,SH-19975,2
CA-2017-112515,2017-09-17,2017-09-21,AS-10225,2
CA-2016-150343,2016-08-16,2016-08-20,PK-19075,2
CA-2015-135538,2015-12-24,2015-12-28,HR-14830,2
CA-2017-123372,2017-11-28,2017-12-02,DG-13300,4
CA-2017-159604,2017-04-14,2017-04-15,CL-12700,3
CA-2016-164784,2016-05-01,2016-05-04,HF-14995,1
CA-2016-111794,2016-10-01,2016-10-01,HG-15025,3
US-2015-139759,2015-08-25,2015-08-30,NL-18310,2
CA-2014-126403,2014-09-09,2014-09-12,RR-19525,4
CA-2017-136875,2017-12-03,2017-12-03,TC-21295,2
CA-2017-132185,2017-11-27,2017-12-02,DB-13615,1
US-2014-160780,2014-06-21,2014-06-21,SV-20785,2
CA-2017-127026,2017-01-21,2017-01-27,MH-18115,3
CA-2017-137085,2017-06-29,2017-07-06,CT-11995,2
CA-2016-133123,2016-09-06,2016-09-11,KB-16315,1
US-2016-128195,2016-08-04,2016-08-05,RA-19285,3
CA-2015-153220,2015-11-12,2015-11-14,YC-21895,2
CA-2014-123064,2014-06-30,2014-07-02,RA-19915,3
CA-2017-156412,2017-12-04,2017-12-08,CM-12160,4
US-2016-144211,2016-08-28,2016-09-02,CS-12130,2
CA-2016-138079,2016-01-22,2016-01-28,AJ-10795,2
CA-2014-143182,2014-10-15,2014-10-20,DL-12865,1
CA-2016-161662,2016-02-07,2016-02-09,BE-11410,4
CA-2014-145317,2014-03-18,2014-03-23,SM-20320,1
CA-2014-143413,2014-05-24,2014-05-30,RP-19390,4
CA-2017-156818,2017-07-11,2017-07-13,JD-16015,4
CA-2017-155873,2017-06-16,2017-06-21,AB-10255,2
CA-2015-121797,2015-01-30,2015-02-06,CC-12145,2
US-2015-120572,2015-12-11,2015-12-15,GH-14425,1
CA-2017-132430,2017-10-09,2017-10-11,CP-12085,4
CA-2017-146031,2017-07-29,2017-08-01,GM-14440,4
CA-2014-110100,2014-04-25,2014-04-29,LC-16885,1
CA-2015-103723,2015-12-01,2015-12-06,BT-11305,2
CA-2014-127187,2014-12-04,2014-12-08,CP-12085,4
CA-2017-128475,2017-08-26,2017-09-01,SC-20680,1
CA-2014-100006,2014-09-07,2014-09-13,DK-13375,4
CA-2017-144827,2017-12-21,2017-12-27,SE-20110,2
CA-2014-110030,2014-12-06,2014-12-08,LF-17185,3
CA-2014-121286,2014-11-04,2014-11-08,ON-18715,1
CA-2016-164735,2016-04-14,2016-04-19,TB-21400,1
CA-2014-153479,2014-10-04,2014-10-08,DF-13135,2
CA-2017-149888,2017-11-07,2017-11-13,EP-13915,4
CA-2017-119193,2017-12-22,2017-12-24,SK-19990,4
CA-2017-104801,2017-02-13,2017-02-19,FH-14350,2
CA-2014-107594,2014-07-02,2014-07-06,EH-13945,4
CA-2015-129770,2015-02-21,2015-02-23,JE-15715,2
CA-2015-115798,2015-11-13,2015-11-19,KL-16645,4
CA-2017-122707,2017-04-16,2017-04-18,EB-13750,1
CA-2016-165015,2016-02-25,2016-02-27,BD-11725,4
CA-2014-149244,2014-11-04,2014-11-08,MS-17530,2
CA-2015-140144,2015-06-20,2015-06-25,SC-20770,2
CA-2017-163321,2017-08-07,2017-08-11,FM-14380,1
CA-2014-155887,2014-05-12,2014-05-17,KT-16480,4
US-2015-165449,2015-11-22,2015-11-26,AP-10720,3
CA-2015-110247,2015-12-04,2015-12-08,RH-19555,1
US-2014-141257,2014-06-08,2014-06-14,CS-11950,2
CA-2014-154669,2014-08-08,2014-08-11,TM-21010,2
CA-2014-158029,2014-05-26,2014-05-30,HF-14995,2
CA-2015-155306,2015-04-17,2015-04-21,GA-14515,2
CA-2016-127775,2016-06-11,2016-06-13,ES-14020,4
CA-2016-146171,2016-03-11,2016-03-15,JP-16135,1
CA-2014-129574,2014-05-26,2014-05-29,Dp-13240,2
CA-2017-126536,2017-10-12,2017-10-14,NK-18490,2
CA-2017-165757,2017-06-22,2017-06-28,PL-18925,4
CA-2017-167752,2017-01-15,2017-01-18,RW-19690,4
US-2015-122140,2015-04-02,2015-04-07,MO-17950,3
CA-2016-163986,2016-09-03,2016-09-10,JJ-15445,3
CA-2017-158967,2017-12-10,2017-12-12,BT-11680,1
CA-2016-131576,2016-11-22,2016-11-26,RD-19585,3
CA-2017-143455,2017-11-11,2017-11-18,ML-17755,4
CA-2016-144729,2016-10-21,2016-10-25,JE-15745,2
CA-2015-127019,2015-12-21,2015-12-25,ER-13855,2
CA-2015-138534,2015-07-17,2015-07-19,JM-15535,2
CA-2017-108322,2017-04-30,2017-05-05,SS-20140,1
CA-2017-167668,2017-05-06,2017-05-08,TC-21295,4
CA-2017-146724,2017-11-20,2017-11-27,HG-15025,3
CA-2016-139878,2016-11-11,2016-11-16,LD-17005,3
US-2016-106677,2016-11-05,2016-11-10,AS-10285,4
CA-2016-116974,2016-10-09,2016-10-15,MP-17965,4
CA-2015-149972,2015-09-21,2015-09-23,CD-12790,2
US-2014-117744,2014-12-02,2014-12-06,MD-17860,3
CA-2014-125514,2014-09-21,2014-09-22,BM-11650,3
CA-2014-154599,2014-04-12,2014-04-17,KN-16450,2
CA-2017-158743,2017-10-20,2017-10-27,IG-15085,1
CA-2016-153318,2016-10-25,2016-10-28,JS-15595,1
US-2015-110163,2015-11-01,2015-11-04,GA-14725,2
CA-2017-143329,2017-11-03,2017-11-08,DL-13330,2
CA-2015-159380,2015-05-12,2015-05-16,CS-12505,2
CA-2015-122623,2015-09-07,2015-09-11,CC-12145,3
CA-2015-148635,2015-07-25,2015-07-27,MH-18025,2
CA-2015-135685,2015-11-16,2015-11-18,MP-18175,3
CA-2015-104626,2015-09-01,2015-09-08,DR-12940,4
CA-2016-160500,2016-05-05,2016-05-08,DM-13015,2
CA-2017-100202,2016-12-31,2017-01-05,BD-11620,2
CA-2017-131016,2017-09-18,2017-09-20,DC-12850,3
US-2014-112914,2014-09-25,2014-09-30,MT-18070,3
CA-2016-124149,2016-04-23,2016-04-26,MJ-17740,4
CA-2014-148915,2014-11-01,2014-11-05,ND-18370,2
CA-2017-134649,2017-01-26,2017-01-31,CA-11965,1
CA-2017-110842,2017-11-11,2017-11-16,GA-14725,2
CA-2016-147368,2016-06-09,2016-06-12,TC-21295,1
US-2015-104185,2015-09-03,2015-09-08,JB-15400,4
US-2014-125521,2014-03-14,2014-03-19,CK-12325,1
US-2017-135062,2017-08-31,2017-09-04,RL-19615,1
CA-2017-135650,2017-03-23,2017-03-27,AC-10660,3
CA-2017-112865,2017-05-18,2017-05-22,BH-11710,4
US-2016-162852,2016-12-27,2016-12-31,BG-11695,3
CA-2017-138163,2017-11-17,2017-11-20,XP-21865,4
CA-2017-152093,2017-09-10,2017-09-15,SN-20560,3
CA-2017-157854,2017-04-08,2017-04-15,DM-13345,1
CA-2016-123617,2016-11-28,2016-12-03,AJ-10780,1
US-2016-128293,2016-06-02,2016-06-05,KC-16255,4
CA-2017-107342,2017-12-17,2017-12-22,VF-21715,3
CA-2016-136371,2016-03-19,2016-03-21,SV-20935,4
CA-2017-137344,2017-08-20,2017-08-20,EM-13810,4
CA-2017-169810,2017-07-25,2017-07-31,RB-19360,3
CA-2016-128594,2016-08-26,2016-08-29,DJ-13510,2
CA-2016-154690,2016-08-15,2016-08-17,CC-12370,1
CA-2017-138975,2017-05-19,2017-05-23,SC-20380,1
CA-2017-106537,2017-08-12,2017-08-17,RH-19495,1
US-2017-103828,2017-08-13,2017-08-13,JK-15370,2
CA-2016-115588,2016-11-10,2016-11-12,AF-10885,4
CA-2017-143861,2017-06-12,2017-06-19,LC-16885,1
CA-2014-148040,2014-03-22,2014-03-26,BF-11275,2
CA-2017-135167,2017-06-15,2017-06-20,SC-20800,2
CA-2017-137022,2017-11-16,2017-11-22,SW-20275,2
US-2017-102638,2017-12-29,2017-12-31,MC-17845,4
US-2016-167339,2016-01-21,2016-01-23,TD-20995,2
CA-2016-152072,2016-01-15,2016-01-19,Dp-13240,4
CA-2016-102932,2016-09-19,2016-09-23,SD-20485,4
CA-2014-165540,2014-02-21,2014-02-25,TM-21010,3
CA-2016-130799,2016-11-11,2016-11-16,BK-11260,2
CA-2016-164483,2016-01-30,2016-02-03,JF-15490,2
US-2016-159856,2016-10-18,2016-10-22,EP-13915,2
CA-2017-102099,2017-12-18,2017-12-19,EP-13915,2
CA-2017-164049,2017-11-02,2017-11-06,KH-16630,2
CA-2014-142727,2014-04-29,2014-05-01,HG-14845,1
CA-2017-139913,2017-10-23,2017-10-29,JC-16105,4
CA-2014-169033,2014-03-30,2014-04-03,KM-16720,4
US-2016-164630,2016-01-04,2016-01-09,EB-13975,1
US-2015-114839,2015-04-26,2015-04-30,PW-19240,3
CA-2015-166464,2015-09-12,2015-09-17,PG-18895,4
CA-2017-124898,2017-09-11,2017-09-15,DB-12910,1
CA-2016-164035,2016-06-12,2016-06-17,CR-12730,3
CA-2016-153577,2016-06-27,2016-07-01,KH-16330,3
CA-2014-127586,2014-09-26,2014-09-30,CS-12400,2
CA-2017-121615,2017-11-03,2017-11-09,DL-12925,3
CA-2017-166415,2017-02-19,2017-02-23,ME-17725,2
CA-2015-118444,2015-11-05,2015-11-09,VD-21670,1
CA-2014-113929,2014-06-16,2014-06-21,CK-12205,4
CA-2015-134747,2015-10-12,2015-10-17,DL-12925,3
CA-2017-155047,2017-08-27,2017-08-30,SE-20110,3
CA-2016-160129,2016-11-23,2016-11-23,LS-17200,4
CA-2017-164329,2017-01-30,2017-01-30,MM-17920,2
US-2015-141453,2015-11-30,2015-12-03,DB-13270,3
CA-2014-156993,2014-06-28,2014-07-04,RW-19630,3
CA-2014-157721,2014-09-02,2014-09-05,JM-16195,4
CA-2017-128629,2017-07-10,2017-07-14,BP-11155,1
CA-2017-158106,2017-06-04,2017-06-10,CT-11995,3
US-2017-120390,2017-10-19,2017-10-26,TH-21550,1
CA-2017-143434,2017-11-18,2017-11-24,ME-17320,3
CA-2015-168564,2015-08-08,2015-08-08,TT-21220,2
US-2016-169040,2016-12-06,2016-12-12,GT-14710,2
CA-2017-155880,2017-03-25,2017-03-31,JD-16150,3
CA-2017-126242,2017-11-19,2017-11-24,MC-18100,2
CA-2016-166443,2016-11-04,2016-11-05,LH-17020,2
CA-2017-169859,2017-12-14,2017-12-18,MP-18175,2
CA-2017-134915,2017-11-12,2017-11-12,EM-14140,2
CA-2016-153353,2016-08-18,2016-08-24,GG-14650,4
CA-2017-123638,2017-06-27,2017-07-04,MA-17995,4
CA-2017-168900,2017-05-04,2017-05-09,SH-20395,4
CA-2015-158456,2015-12-24,2015-12-29,KT-16465,2
CA-2017-143665,2017-04-26,2017-05-01,PO-19180,2
CA-2017-137428,2017-12-16,2017-12-21,AY-10555,2
CA-2014-162866,2014-12-27,2014-12-31,Co-12640,3
CA-2017-167941,2017-11-06,2017-11-09,JF-15565,1
CA-2017-111808,2017-12-16,2017-12-20,AR-10510,3
CA-2015-137512,2015-05-07,2015-05-12,AG-10675,3
CA-2017-139773,2017-12-04,2017-12-04,DV-13045,4
CA-2017-134607,2017-10-03,2017-10-08,HL-15040,4
CA-2014-109232,2014-01-13,2014-01-16,ND-18370,1
CA-2015-139850,2015-06-12,2015-06-17,GB-14575,4
CA-2014-131310,2014-07-12,2014-07-18,CL-12565,2
US-2014-112872,2014-12-06,2014-12-11,RC-19960,2
CA-2016-139269,2016-05-25,2016-05-30,JB-16045,1
CA-2016-139010,2016-02-21,2016-02-26,MC-17635,2
CA-2016-134376,2016-10-02,2016-10-06,TT-21265,4
CA-2017-147291,2017-03-11,2017-03-17,MJ-17740,3
CA-2016-112893,2016-09-09,2016-09-13,AT-10735,2
US-2014-150532,2014-07-14,2014-07-21,PB-19150,2
CA-2014-138317,2014-06-21,2014-06-25,NW-18400,4
CA-2015-130610,2015-07-05,2015-07-10,VP-21730,3
CA-2017-104381,2017-12-16,2017-12-23,RD-19810,4
CA-2016-131499,2016-09-08,2016-09-10,MG-17875,4
CA-2014-148761,2014-05-17,2014-05-21,PA-19060,3
CA-2017-116519,2017-10-13,2017-10-15,CR-12730,4
CA-2014-130729,2014-10-24,2014-10-29,AA-10375,2
CA-2016-124772,2016-12-05,2016-12-06,JG-15160,1
CA-2016-115525,2016-07-25,2016-07-29,RR-19525,4
CA-2017-134845,2017-04-17,2017-04-23,SR-20425,2
US-2015-138919,2015-09-17,2015-09-21,LS-16975,4
US-2016-160528,2016-08-23,2016-08-30,MH-18115,3
CA-2015-123568,2015-11-08,2015-11-14,SC-20095,2
CA-2017-124674,2017-11-17,2017-11-23,JB-16000,3
CA-2015-164441,2015-11-08,2015-11-13,AC-10450,4
CA-2017-169054,2017-04-22,2017-04-26,MO-17800,4
CA-2014-106719,2014-08-24,2014-08-24,RB-19645,2
CA-2017-116855,2017-12-17,2017-12-21,AI-10855,1
US-2016-164189,2016-03-24,2016-03-28,DR-12880,2
CA-2015-168480,2015-09-21,2015-09-27,DM-12955,3
US-2016-114293,2016-11-21,2016-11-26,JH-16180,2
CA-2017-134173,2017-09-16,2017-09-21,AB-10060,4
US-2015-123960,2015-06-11,2015-06-16,BD-11605,1
CA-2017-101749,2017-10-03,2017-10-08,AS-10045,2
US-2016-147991,2016-05-05,2016-05-09,ZD-21925,1
CA-2017-149559,2017-09-11,2017-09-12,KF-16285,2
CA-2015-135174,2015-04-30,2015-05-02,BP-11230,4
CA-2017-125290,2017-11-06,2017-11-10,CC-12430,3
CA-2014-137351,2014-09-30,2014-10-04,DB-13615,2
CA-2017-121419,2017-04-02,2017-04-04,TC-21475,1
US-2017-148054,2017-10-06,2017-10-11,NZ-18565,2
CA-2016-128517,2016-04-09,2016-04-14,SW-20350,3
US-2015-100377,2015-08-28,2015-09-01,TS-21370,3
CA-2017-131492,2017-10-19,2017-10-24,HH-15010,2
CA-2016-144554,2016-11-07,2016-11-12,DM-13345,4
CA-2017-127621,2017-03-03,2017-03-07,RE-19450,3
CA-2015-145184,2015-11-27,2015-11-29,JD-16150,4
CA-2017-106859,2017-03-13,2017-03-18,BF-11215,2
US-2017-120089,2017-11-30,2017-11-30,ML-17755,4
CA-2014-119375,2014-11-17,2014-11-22,YC-21895,4
CA-2016-125206,2016-01-03,2016-01-05,LR-16915,2
CA-2015-126137,2015-10-03,2015-10-08,BS-11755,2
CA-2014-143903,2014-07-20,2014-07-24,KM-16375,3
CA-2014-104780,2014-05-21,2014-05-25,BT-11530,2
CA-2017-101182,2017-09-04,2017-09-05,KB-16405,2
